,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
1632,1362,"John, Augustus, OM",Male,1878–1961,1878.0,1961.0,"Tenby, United Kingdom","Fordingbridge, United Kingdom",http://www.tate.org.uk/art/artists/augustus-john-om-1362
1633,1363,"John, Gwen",Female,1876–1939,1876.0,1939.0,"Haverfordwest, United Kingdom","Dieppe, France",http://www.tate.org.uk/art/artists/gwen-john-1363
1634,3083,"John, Richard Johnny",Male,,,,,,http://www.tate.org.uk/art/artists/richard-johnny-john-3083
1635,1364,"John, Sir William Goscombe",Male,1860–1952,1860.0,1952.0,"Cardiff, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-goscombe-john-1364
1636,1365,"Johns, Jasper",Male,born 1930,1930.0,,"Augusta, United States",,http://www.tate.org.uk/art/artists/jasper-johns-1365
1637,1366,"Johnson, Ben",Male,born 1946,1946.0,,"Llandudno, United Kingdom",,http://www.tate.org.uk/art/artists/ben-johnson-1366
1638,298,"Johnson, Charles Edward",Male,1832–1913,1832.0,1913.0,,,http://www.tate.org.uk/art/artists/charles-edward-johnson-298
1639,297,"Johnson, Cornelius",Male,1593–1661,1593.0,1661.0,"London, United Kingdom","Utrecht, Nederland",http://www.tate.org.uk/art/artists/cornelius-johnson-297
1640,299,"Johnson, James",Male,1803–1834,1803.0,1834.0,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/james-johnson-299
1641,16660,"Johnson, Ray",Male,1927–1995,1927.0,1995.0,"Detroit, United States","Sag Harbor, United States",http://www.tate.org.uk/art/artists/ray-johnson-16660
1642,4721,"Johnson, Thomas",Male,c.1628–1685,1628.0,1685.0,,,http://www.tate.org.uk/art/artists/thomas-johnson-4721
1643,1367,"Johnstone, William",Male,1897–1981,1897.0,1981.0,"Scottish Borders, United Kingdom",,http://www.tate.org.uk/art/artists/william-johnstone-1367
1644,7726,"Jonas, Joan",Female,born 1936,1936.0,,"New York, United States",,http://www.tate.org.uk/art/artists/joan-jonas-7726
1645,1368,"Jones, Allen",Male,born 1937,1937.0,,"Southampton, United Kingdom",,http://www.tate.org.uk/art/artists/allen-jones-1368
1646,1369,"Jones, Barbara",Female,1912–1978,1912.0,1978.0,"Croydon, United Kingdom",,http://www.tate.org.uk/art/artists/barbara-jones-1369
1647,1370,"Jones, David",Male,1895–1974,1895.0,1974.0,"Kent, United Kingdom","Harrow, United Kingdom",http://www.tate.org.uk/art/artists/david-jones-1370
1648,1371,"Jones, Fred Cecil",Male,1891–1956,1891.0,1956.0,"Bradford, United Kingdom","Pudsey, United Kingdom",http://www.tate.org.uk/art/artists/fred-cecil-jones-1371
1649,2776,"Jones, Gareth",Male,born 1965,1965.0,,United Kingdom,,http://www.tate.org.uk/art/artists/gareth-jones-2776
1650,300,"Jones, George",Male,1786–1869,1786.0,1869.0,,,http://www.tate.org.uk/art/artists/george-jones-300
1651,1372,"Jones, Harold",Male,1904–1992,1904.0,1992.0,"Romford, United States",,http://www.tate.org.uk/art/artists/harold-jones-1372
1652,2682,"Jones, Sarah",Female,born 1959,1959.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sarah-jones-2682
1653,1373,"Jones, Stanley",Male,born 1933,1933.0,,"Wigan, United Kingdom",,http://www.tate.org.uk/art/artists/stanley-jones-1373
1654,301,"Jones, Thomas",Male,1742–1803,1742.0,1803.0,"Powys, United Kingdom","Powys, United Kingdom",http://www.tate.org.uk/art/artists/thomas-jones-301
1655,2221,"Jones, William",Male,active 1738–1749,1738.0,1749.0,,,http://www.tate.org.uk/art/artists/william-jones-2221
1656,11551,"Jones, Zebedee",Male,born 1970,1970.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/zebedee-jones-11551
1657,1374,"Jonzen, Karin",Female,1914–1998,1914.0,1998.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/karin-jonzen-1374
1658,13897,"Joreige, Lamia",Female,born 1972,1972.0,,"Bayrut, Al-Lubnan",,http://www.tate.org.uk/art/artists/lamia-joreige-13897
1659,1375,"Jorn, Asger",Male,1914–1973,1914.0,1973.0,"Jylland, Danmark","Århus, Danmark",http://www.tate.org.uk/art/artists/asger-jorn-1375
1660,1376,"Joseph, Lily D.",Female,1863–1940,1863.0,1940.0,Bermondsey,"London, United Kingdom",http://www.tate.org.uk/art/artists/lily-d-joseph-1376
1661,1377,"Joseph, Peter",Male,born 1929,1929.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-joseph-1377
1662,11821,"Joseph, Pierre",Male,born 1965,1965.0,,,,http://www.tate.org.uk/art/artists/pierre-joseph-11821
1663,302,"Joseph, Samuel",Male,c.1790–1850,1790.0,1850.0,,,http://www.tate.org.uk/art/artists/samuel-joseph-302
1664,10599,"Joy, John",Male,1806–1866,1806.0,1866.0,,,http://www.tate.org.uk/art/artists/john-cantiloe-joy-10599
1665,10598,"Joy, William",Male,1803–1867,1803.0,1867.0,,,http://www.tate.org.uk/art/artists/william-joy-10598
1666,12046,"Joyce, Paul",Male,born 1944,1944.0,,,,http://www.tate.org.uk/art/artists/paul-joyce-12046
1667,1378,"Judd, Donald",Male,1928–1994,1928.0,1994.0,"Excelsior Springs, United States","New York, United States",http://www.tate.org.uk/art/artists/donald-judd-1378
1668,4019,"Julien, Isaac",Male,born 1960,1960.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/isaac-julien-4019
1669,9484,"Jungen, Brian",Male,born 1970,1970.0,,"Fort Saint John, Canada",,http://www.tate.org.uk/art/artists/brian-jungen-9484
1670,1379,"Jungman, Nico",Male,1872–1935,1872.0,1935.0,"Amsterdam, Nederland","London, United Kingdom",http://www.tate.org.uk/art/artists/nico-jungman-1379
1671,7637,"Just, Jesper",Male,born 1974,1974.0,,"København, Danmark",,http://www.tate.org.uk/art/artists/jesper-just-7637
1672,3092,K.O.S.,,,,,,,http://www.tate.org.uk/art/artists/kos-3092
1673,1380,"Kadishman, Menashe",Male,born 1932,1932.0,,"Tel Aviv-Yafo, Yisra'el",,http://www.tate.org.uk/art/artists/menashe-kadishman-1380
1674,1381,"Kahn, Erich",Male,1904–1979,1904.0,1979.0,"Stuttgart, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/erich-kahn-1381
1675,2621,"Kaisermann, Franz",Male,1765–1833,1765.0,1833.0,"Yverdon, Schweiz","Roma, Italia",http://www.tate.org.uk/art/artists/franz-kaisermann-2621
1676,1382,"Kandinsky, Wassily",Male,1866–1944,1866.0,1944.0,"Moskva, Rossiya","Neuilly-sur-Seine, France",http://www.tate.org.uk/art/artists/wassily-kandinsky-1382
1677,7631,"Kane, Alan",Male,born 1961,1961.0,,"Nottingham, United Kingdom",,http://www.tate.org.uk/art/artists/alan-kane-7631
1678,1383,"Kanovitz, Howard",Male,1929 – 2009,1929.0,2009.0,"Fall River, United States",,http://www.tate.org.uk/art/artists/howard-kanovitz-1383
1679,18243,"Kanwar, Amar",,born 1964,1964.0,,,,http://www.tate.org.uk/art/artists/amar-kanwar-18243
1680,1384,"Kapoor, Anish",Male,born 1954,1954.0,,"Bombay, Bharat",,http://www.tate.org.uk/art/artists/anish-kapoor-1384
1681,15930,"Karamustafa, Gulsun",Female,born 1946,1946.0,,Türkiye,,http://www.tate.org.uk/art/artists/gulsun-karamustafa-15930
1682,2734,"Karshan, Linda",Female,born 1947,1947.0,,"Minneapolis, United States",,http://www.tate.org.uk/art/artists/linda-karshan-2734
1683,1386,"Katz, Alex",Male,born 1927,1927.0,,"Brooklyn, United States",,http://www.tate.org.uk/art/artists/alex-katz-1386
1684,1387,"Kauffman, Craig",Male,1932–2010,1932.0,2010.0,"Los Angeles, United States","Angeles, Pilipinas",http://www.tate.org.uk/art/artists/craig-kauffman-1387
1685,303,"Kauffman, Angelica",Female,1741–1807,1741.0,1807.0,"Chur, Schweiz","Roma, Italia",http://www.tate.org.uk/art/artists/angelica-kauffman-303
1686,1388,"Kaufmann, Isidor",Male,1854–1921,1854.0,1921.0,"Arad, România","Wien, Österreich",http://www.tate.org.uk/art/artists/isidor-kaufmann-1388
1687,1389,"Kavanagh, John F.",Male,1903–1984,1903.0,1984.0,"Birr, Éire",,http://www.tate.org.uk/art/artists/john-f-kavanagh-1389
1688,12834,"Kawara, On",Male,1933,1933.0,,Nihon,,http://www.tate.org.uk/art/artists/on-kawara-12834
1689,2701,"Kay, Emma",Female,born 1961,1961.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/emma-kay-2701
1690,16495,"Keen, Jeff",Male,1923 – 2012,1923.0,2012.0,"Trowbridge, United Kingdom",,http://www.tate.org.uk/art/artists/jeff-keen-16495
1691,304,"Keene, Charles Samuel",Male,1823–1891,1823.0,1891.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-samuel-keene-304
1692,1390,"Keeping, Charles",Male,1924–1988,1924.0,1988.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/charles-keeping-1390
1693,305,"Keirincx, Alexander",Male,1600–1652,1600.0,1652.0,"Antwerpen, België","Amsterdam, Nederland",http://www.tate.org.uk/art/artists/alexander-keirincx-305
1694,6782,"Kelley, Mike",Male,1954–2012,1954.0,2012.0,"Detroit, United States","Los Angeles, United States",http://www.tate.org.uk/art/artists/mike-kelley-6782
1695,1391,"Kelly, Ellsworth",Male,born 1923,1923.0,,"Newburgh, United States",,http://www.tate.org.uk/art/artists/ellsworth-kelly-1391
1696,1392,"Kelly, Felix",Male,1916–1994,1916.0,1994.0,"Auckland, New Zealand","Devon, United Kingdom",http://www.tate.org.uk/art/artists/felix-kelly-1392
1697,1393,"Kelly, Francis",Male,1927 – 2012,1927.0,2012.0,"Saint Paul, United States",,http://www.tate.org.uk/art/artists/francis-kelly-1393
1698,1395,"Kelly, Mary",Female,born 1941,1941.0,,"Albert Lea, United States",,http://www.tate.org.uk/art/artists/mary-kelly-1395
1699,1394,"Kelly, Sir Gerald",Male,1879–1972,1879.0,1972.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sir-gerald-kelly-1394
1700,9590,"Kelm, Annette",Female,born 1975,1975.0,,"Stuttgart, Deutschland",,http://www.tate.org.uk/art/artists/annette-kelm-9590
1701,1396,"Kemeny, Zoltan",Male,1907–1965,1907.0,1965.0,"Transilvania, România","Zürich, Schweiz",http://www.tate.org.uk/art/artists/zoltan-kemeny-1396
1702,1397,"Kemp-Welch, Lucy",Female,1869–1958,1869.0,1958.0,"Bournemouth, United Kingdom","Watford, United Kingdom",http://www.tate.org.uk/art/artists/lucy-kemp-welch-1397
1703,10184,"Kennard, Peter",Male,born 1949,1949.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-kennard-10184
1704,1398,"Kennet, Lady",Female,1878–1947,1878.0,1947.0,"Nottinghamshire, United Kingdom",,http://www.tate.org.uk/art/artists/lady-kennet-kathleen-lady-scott-kathleen-hilton-young-1398
1705,1399,"Kennington, Eric",Male,1888–1960,1888.0,1960.0,"Chelsea, United Kingdom","Reading, United Kingdom",http://www.tate.org.uk/art/artists/eric-kennington-1399
1706,306,"Kennington, Thomas Benjamin",Male,1856–1916,1856.0,1916.0,"Grimsby, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-benjamin-kennington-306
1707,1400,"Kenny, Michael",Male,1941–1999,1941.0,1999.0,"Liverpool, United Kingdom",,http://www.tate.org.uk/art/artists/michael-kenny-1400
1708,2680,"Kentridge, William",Male,born 1955,1955.0,,"Johannesburg, South Africa",,http://www.tate.org.uk/art/artists/william-kentridge-2680
1709,307,"Kerr, Charles Henry Malcolm",Male,1858–1907,1858.0,1907.0,,,http://www.tate.org.uk/art/artists/charles-henry-malcolm-kerr-307
1710,7945,"Kerrich, Thomas",Male,1748–1828,1748.0,1828.0,,,http://www.tate.org.uk/art/artists/thomas-kerrich-7945
1711,1401,"Kerr-Lawson, James",Male,1865–1939,1865.0,1939.0,"Anstruther, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-kerr-lawson-1401
1712,1402,"Kessell, Mary",Female,1914–1977,1914.0,1977.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/mary-kessell-1402
1713,1403,"Kestelman, Morris",Male,1905–1998,1905.0,1998.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/morris-kestelman-1403
1714,308,"Kettle, Tilly",Male,1734 or 5–1786,1734.0,1786.0,"Exeter, United States",Suriyah,http://www.tate.org.uk/art/artists/tilly-kettle-308
1715,1404,"Key, Joan",Female,born 1948,1948.0,,"Lancashire, United Kingdom",,http://www.tate.org.uk/art/artists/joan-key-1404
1716,2406,"Khakhar, Bhupen",Male,1934–2003,1934.0,2003.0,"Bombay, Bharat","Baroda, Bharat",http://www.tate.org.uk/art/artists/bhupen-khakhar-2406
1717,14889,"Kher, Bharti",Female,born 1969,1969.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bharti-kher-14889
1718,6589,"Kiaer, Ian",Male,born 1971,1971.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ian-kiaer-6589
1719,5676,"Kibardin, Georgii",,1903–63,1903.0,1963.0,,,http://www.tate.org.uk/art/artists/georgii-kibardin-5676
1720,1405,"Kidner, Michael",Male,1917–2009,1917.0,2009.0,"Kettering, United Kingdom",,http://www.tate.org.uk/art/artists/michael-kidner-1405
1721,1406,"Kiefer, Anselm",Male,born 1945,1945.0,,"Donaueschingen, Deutschland",,http://www.tate.org.uk/art/artists/anselm-kiefer-1406
1722,3068,"Kienholz, Edward",Male,1927–1994,1927.0,1994.0,"Fairfield, United States","Hope, United States",http://www.tate.org.uk/art/artists/edward-kienholz-3068
1723,1407,"Kiff, Ken",Male,1935–2001,1935.0,2001.0,"Dagenham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ken-kiff-1407
1724,2788,"Kilpper, Thomas",Male,born 1956,1956.0,,"Stuttgart, Deutschland",,http://www.tate.org.uk/art/artists/thomas-kilpper-2788
1725,1408,"Kindersley, David",Male,1915–1995,1915.0,1995.0,,,http://www.tate.org.uk/art/artists/david-kindersley-1408
1726,1409,"King, Cecil",Male,1921–1986,1921.0,1986.0,"Rathdrum, Éire","Dublin, Éire",http://www.tate.org.uk/art/artists/cecil-king-1409
1727,1410,"King, Jeremy",Male,born 1933,1933.0,,"Oundle, United Kingdom",,http://www.tate.org.uk/art/artists/jeremy-king-1410
1728,309,"King, John Henry Yeend",Male,1855–1924,1855.0,1924.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-henry-yeend-king-309
1729,1411,"King, Phillip",Male,born 1934,1934.0,,"Carthage, Tunis",,http://www.tate.org.uk/art/artists/phillip-king-1411
1730,1412,"King, Ronald",Male,born 1932,1932.0,,"Great Britain, United Kingdom",,http://www.tate.org.uk/art/artists/ronald-king-1412
1731,2763,"King, Scott",Male,born 1969,1969.0,,"Goole, United Kingdom",,http://www.tate.org.uk/art/artists/scott-king-2763
1732,1413,"Kinley, Peter",Male,1926–1988,1926.0,1988.0,"Wien, Österreich",,http://www.tate.org.uk/art/artists/peter-kinley-1413
1733,2435,"Kinnard, W.",Male,active 1807–1828,1807.0,1828.0,,,http://www.tate.org.uk/art/artists/w-kinnard-2435
1734,6711,"Kippenberger, Martin",Male,1953–1997,1953.0,1997.0,"Dortmund, Deutschland","Wien, Österreich",http://www.tate.org.uk/art/artists/martin-kippenberger-6711
1735,1414,"Kirchner, Ernst Ludwig",Male,1880–1938,1880.0,1938.0,"Aschaffenburg, Deutschland","Frauenkirch, Schweiz",http://www.tate.org.uk/art/artists/ernst-ludwig-kirchner-1414
1736,1415,"Kirk, Eve",Female,1900–1969,1900.0,1969.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/eve-kirk-1415
1737,2238,"Kirkeby, Per",Male,born 1938,1938.0,,"København, Danmark",,http://www.tate.org.uk/art/artists/per-kirkeby-2238
1738,16033,"Kitadai, Shozo",Male,1921–2001,1921.0,2001.0,,,http://www.tate.org.uk/art/artists/shozo-kitadai-16033
1739,1416,"Kitaj, R.B.",Male,1932–2007,1932.0,2007.0,"Chagrin Falls, United States",,http://www.tate.org.uk/art/artists/rb-kitaj-1416
1740,1417,"Klee, Paul",Male,1879–1940,1879.0,1940.0,"Münchenbuchsee, Schweiz",,http://www.tate.org.uk/art/artists/paul-klee-1417
1741,2210,"Klein, Astrid",Female,born 1951,1951.0,,"Köln, Deutschland",,http://www.tate.org.uk/art/artists/astrid-klein-2210
1742,2764,"Klein, Jochen",Male,1967–1997,1967.0,1997.0,,,http://www.tate.org.uk/art/artists/jochen-klein-2764
1743,1418,"Klein, Yves",Male,1928–1962,1928.0,1962.0,"Nice, France","Paris, France",http://www.tate.org.uk/art/artists/yves-klein-1418
1744,1419,"Kline, Franz",Male,1910–1962,1910.0,1962.0,"Wilkes-Barre, United States","New York, United States",http://www.tate.org.uk/art/artists/franz-kline-1419
1745,1420,"Klinghoffer, Clara",Female,1900–1970,1900.0,1970.0,Österreich,,http://www.tate.org.uk/art/artists/clara-klinghoffer-1420
1746,689,"Klossowski de Rola, Balthus",Male,1908–2001,1908.0,2001.0,"Paris, France",,http://www.tate.org.uk/art/artists/balthus-balthasar-klossowski-de-rola-689
1747,5677,"Klucis, Gustav",Male,1895–1944,1895.0,1944.0,,,http://www.tate.org.uk/art/artists/gustav-klucis-5677
1748,1422,"Kneale, Bryan",Male,born 1930,1930.0,,Douglas,,http://www.tate.org.uk/art/artists/bryan-kneale-1422
1749,310,"Kneller, Sir Godfrey",Male,1646–1723,1646.0,1723.0,"Lübeck, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-godfrey-kneller-310
1750,311,"Knight, Charles Parsons",Male,1829–1897,1829.0,1897.0,,,http://www.tate.org.uk/art/artists/charles-parsons-knight-311
1751,1424,"Knight, Dame Laura",Female,1877–1970,1877.0,1970.0,"Long Eaton, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/dame-laura-knight-1424
1752,1423,"Knight, Harold",Male,1874–1961,1874.0,1961.0,"Nottingham, United Kingdom","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/harold-knight-1423
1753,313,"Knight, John Baverstock",Male,1785–1859,1785.0,1859.0,"Dorset, United Kingdom","Dorset, United Kingdom",http://www.tate.org.uk/art/artists/john-baverstock-knight-313
1754,314,"Knight, John Prescott",Male,1803–1881,1803.0,1881.0,"Stafford, United Kingdom",,http://www.tate.org.uk/art/artists/john-prescott-knight-314
1755,312,"Knight, John William Buxton",Male,1842–1908,1842.0,1908.0,"Sevenoaks, United Kingdom","Dover, United Kingdom",http://www.tate.org.uk/art/artists/john-william-buxton-knight-312
1756,315,"Knight, Joseph",Male,1837–1909,1837.0,1909.0,,,http://www.tate.org.uk/art/artists/joseph-knight-315
1757,1425,"Knights, Winifred",Female,1899–1947,1899.0,1947.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/winifred-knights-1425
1758,1426,"Knowles, Justin",Male,1935–2004,1935.0,2004.0,"Exeter, United Kingdom",,http://www.tate.org.uk/art/artists/justin-knowles-1426
1759,1427,"Koch, Eleanor",Female,born 1926,1926.0,,,,http://www.tate.org.uk/art/artists/eleanor-koch-1427
1760,17121,"Kochergin, Nikolai",,1897 – 1974,1897.0,1974.0,,,http://www.tate.org.uk/art/artists/nikolai-kochergin-17121
1761,1428,"Koenig, Ghisha",Female,1921–1993,1921.0,1993.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ghisha-koenig-1428
1762,5645,"Kogout, Nikolai",,1891–1959,1891.0,1959.0,,,http://www.tate.org.uk/art/artists/nikolai-kogout-5645
1763,10838,"Koh, Terence",Male,born 1977,1977.0,,"Beijing, Zhonghua",,http://www.tate.org.uk/art/artists/terence-koh-10838
1764,1429,"Kohn, Misch",Female,1916–2002,1916.0,2002.0,"Kokomo, United States","Castro Valley, United States",http://www.tate.org.uk/art/artists/misch-kohn-1429
1765,1430,"Kokoschka, Oskar",Male,1886–1980,1886.0,1980.0,"Pöchlarn, Österreich","Montreux, Schweiz",http://www.tate.org.uk/art/artists/oskar-kokoschka-1430
1766,2209,"Kolár, Jirí",Male,1914–2002,1914.0,2002.0,"Protivín, Ceská Republika","Praha, Ceská Republika",http://www.tate.org.uk/art/artists/jiri-kolar-2209
1767,12618,"Kolárová, Bela",Female,1923–2010,1923.0,2010.0,"Terezín, Ceská Republika","Praha, Ceská Republika",http://www.tate.org.uk/art/artists/bela-kolarova-12618
